id,date,call,sms,screen,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mood,circumplex.arousal,circumplex.valence,activity
AS14.01,2014-03-25,0.0,1.0,21475.35499906539,1032.768,10276.751,68.206,43.054,,62.82366666666667,178.81900000000002,1919.471,295.64133333333336,235.223,222.893,,6.75,0.5,0.5,0.09837411239050677
AS14.01,2014-03-26,0.0,0.0,16423.80100035667,1167.497,8988.753,910.479,52.331,,122.63733333333334,97.49799999999999,4592.059,171.4776666666667,201.4738,33.365,,6.6,-0.2,0.6,0.10130832167007592
AS14.01,2014-03-27,2.0,1.0,17442.14999938011,1229.327,6936.512,639.3389999999999,42.219,,182.451,58.532,935.381,47.314,167.7246,179.029,,7.0,0.2,0.8,0.15951064096909748
AS14.01,2014-03-28,5.0,0.0,4923.48899960518,10062.595,866.833,1005.403,89.166,233.036,164.4384,225.951,512.741,1133.009,133.9754,301.717,,6.4,-0.6,0.6,0.09569802163712014
AS14.01,2014-03-29,4.0,1.0,8322.6219997406,1952.63,2720.692,1627.429,73.19566666666667,172.416,146.42579999999998,169.594,472.888,52.434999999999995,100.2262,600.637,,8.0,0.2,1.0,0.06820281010186964
AS14.01,2014-03-30,0.0,0.0,4523.2140009403265,414.365,1298.505,1535.677,57.225333333333325,111.79599999999999,128.4132,74.003,167.685,117.90799999999999,66.477,38.296,,7.5,-0.5,0.75,0.049092970521542
AS14.01,2014-03-31,6.0,0.0,11836.834000349041,2961.4049999999997,5332.637,1758.92,41.254999999999995,51.176,110.4006,268.554,1350.655,183.381,29.29,210.305,,7.4,0.0,0.6,0.07050548088338955
AS14.01,2014-04-01,1.0,0.0,17173.906002044678,1385.517,6095.526,1030.637,547.826,234.741,92.388,121.19,5040.067,1614.621,,517.636,,6.0,0.2,0.0,0.118443242712736
AS14.01,2014-04-02,4.0,0.0,21358.510999917988,3614.349,6920.156,1343.376,247.777,210.674,90.481,541.5409999999999,3428.792,816.8515000000001,,341.371,,6.5,0.3333333333333333,0.6666666666666666,0.10191661063822348
AS14.01,2014-04-03,4.0,0.0,21401.835000753403,2321.464,14438.082,1293.631,76.234,186.60700000000003,75.80619999999999,213.90200000000002,3154.241,19.082,,182.77200000000002,,6.4,-1.2,0.0,0.04923847270844108
AS14.01,2014-04-04,2.0,1.0,12379.411000013357,1957.829,5481.628,1545.2269999999999,68.7075,162.54000000000002,61.1314,176.801,2086.197,158.24099999999999,,128.692,,6.2,0.2,0.4,0.12668931120732582
AS14.01,2014-04-05,0.0,0.0,3340.4309999942784,15159.190000000002,1885.409,76.369,61.181,138.473,46.456599999999995,81.133,363.208,187.945,,118.956,,6.8,-0.4,0.6,0.1190023022034455
AS14.01,2014-04-06,4.0,0.0,7467.321999788283,4548.662,3355.743,187.214,53.6545,114.406,31.781799999999997,119.12,321.46000000000004,124.096,,46.249,,6.5,-0.75,0.5,0.06440779944246815
AS14.01,2014-04-07,1.0,0.0,9846.380999803541,927.377,7355.015,447.121,46.128,86.06925000000001,17.107,170.348,1475.418,60.247,,205.81100000000004,,6.5,-0.6666666666666666,0.25,0.050670621174317886
AS14.01,2014-04-08,1.0,0.0,15101.132001876831,892.689,9477.553,3466.4790000000003,19.131,57.7325,19.136333333333333,209.514,2655.121,53.74375,,36.143,,6.6,-0.4,0.3333333333333333,0.07532705826134849
AS14.01,2014-04-09,4.0,0.0,13558.28900098801,1638.617,6177.076,940.77,44.11833333333334,29.39575,21.165666666666667,346.654,2826.35,47.2405,,577.3589999999999,,7.4,-0.8,1.0,0.12038411453232876
AS14.01,2014-04-10,7.0,0.0,9296.09899926186,715.355,4881.411,1858.893,69.10566666666668,1.059,23.195,107.91900000000001,1174.717,40.73725,,377.687,,7.4,-0.4,0.8,0.07896310519489107
AS14.01,2014-04-11,0.0,0.0,10526.846000194553,3369.031,3336.592,1976.138,94.093,,,51.452,596.807,34.234,,214.648,,7.0,-1.2,0.8,0.07998620207306052
AS14.01,2014-04-12,0.0,0.0,11750.809000968928,302.446,6595.083,2186.482,88.253,,,79.033,264.432,5.031,,352.392,,7.25,-0.75,0.75,0.07224906147031816
AS14.01,2014-04-13,0.0,0.0,2005.7509992122655,447.415,1096.795,249.392,82.413,,,94.209,34.501999999999995,17.0675,,669.203,,8.0,-1.25,1.0,0.014021328954370726
AS14.01,2014-04-14,1.0,1.0,17985.44799923897,961.581,6486.284,6265.556,89.32300000000001,,,145.096,2921.9849999999997,29.104,,986.014,,7.2,-1.2,0.6,0.08388731446988419
AS14.01,2014-04-15,8.0,1.0,13585.222998380666,1596.356,6224.231,944.5219999999999,13.043,,,110.41499999999999,4428.21,8.363,,279.793,,6.4,0.0,0.8,0.09011215278072526
AS14.01,2014-04-16,0.0,1.0,12522.47499895096,923.613,5175.016,426.734,48.416333333333334,,,40.784,1912.852,26.866666666666667,,223.587,,7.2,0.75,0.5,0.11611033612712222
AS14.01,2014-04-17,2.0,0.0,15018.48000073434,552.201,11853.339,142.241,83.78966666666668,,,53.763,2107.146,45.370333333333335,,49.718,,6.6,-0.4,0.6,0.05691785667209682
AS14.01,2014-04-18,1.0,0.0,13490.728999614706,1860.8980000000001,5341.657,774.354,119.163,,,47.789,1993.922,63.874,,88.68,,6.8,-0.8,0.8,0.09403300669497609
AS14.01,2014-04-19,1.0,0.0,13293.2480006218,946.1899999999999,2728.26,469.274,95.62899999999999,29.084,,31.482,396.672,128.89,,305.796,,7.8,-0.2,1.0,0.09943191172384026
AS14.01,2014-04-20,2.0,2.0,8343.518000364307,897.086,4984.724,727.492,10.606,,,34.202,2237.742,98.584,,121.035,,7.25,-0.25,0.75,0.07481624304311596
AS14.01,2014-04-21,2.0,0.0,3832.9909992218018,3442.2319999999995,2004.347,74.88,33.266,,,58.049,428.972,68.278,,210.882,,7.6,-0.25,1.0,0.10204105896824717
AS14.01,2014-04-22,2.0,0.0,15490.269999265669,2212.954,11360.913,1101.017,38.452999999999996,,,63.16,1422.548,62.580000000000005,,423.215,,7.4,0.2,1.0,0.09192955182229205
AS14.01,2014-04-23,1.0,0.0,14535.339999437334,1130.8419999999999,8928.472,347.427,18.051,,,42.397999999999996,526.598,56.882,,246.944,,7.6,0.2,1.0,0.04598568913376553
AS14.01,2014-04-24,1.0,0.0,22086.478000164043,1466.271,9692.133,4464.975,209.937,,,31.933,2688.536,51.184,,716.197,,7.6,-0.4,1.0,0.0509029881940343
AS14.01,2014-04-25,2.0,1.0,13973.941999673845,817.613,7279.144,650.832,21.070999999999998,,,68.84700000000001,2227.694,63.315999999999995,,347.974,,7.2,-0.2,0.8,0.10906106363682745
AS14.01,2014-04-26,3.0,4.0,15482.018999338148,864.519,2567.857,125.556,27.266999999999996,,,46.205,2368.377,470.77299999999997,3.148,315.76300000000003,,7.6,-0.2,1.0,0.21424877162423497
AS14.01,2014-04-27,0.0,0.0,5700.562000036243,1291.314,2431.498,1510.221,246.26,,,1056.684,27.47,327.8426666666667,6.998571428571429,60.338,,7.5,0.0,1.0,0.030478923798963695
AS14.01,2014-04-28,2.0,0.0,10807.829999685284,1312.001,4697.372,1548.438,465.253,,,72.584,2423.933,184.91233333333332,10.849142857142857,380.193,,7.6,-0.8,0.8,0.0196753225383989
AS14.01,2014-04-29,0.0,0.0,7873.291999101639,5289.913,3834.645,1562.533,420.1375,333.305,,40.472,411.485,41.982,14.699714285714286,410.436,,7.0,-0.25,1.0,0.10275824852950448
AS14.01,2014-04-30,1.0,0.0,9175.6049990654,844.963,3550.618,504.86199999999997,375.022,,,185.783,89.166,272.798,18.550285714285714,112.295,,7.8,-0.4,0.75,0.15105145904074724
AS14.01,2014-05-01,7.0,4.0,15516.951998472214,1876.1129999999998,8191.41,470.866,1321.104,,28.098,44.43,4918.942,229.74233333333333,22.40085714285714,269.56899999999996,,8.0,-0.4,1.0,0.03706526814765703
AS14.01,2014-05-02,0.0,0.0,15088.519000768661,795.436,7925.918,352.88800000000003,1069.748,,,32.443,771.266,186.68666666666667,26.251428571428573,11.083,,7.6,-0.2,1.0,0.07734101929677568
AS14.01,2014-05-03,0.0,1.0,8186.036000728605,753.2570000000001,4539.776,2761.95,296.313,,,40.569,205.602,143.631,30.102,125.605,,8.0,-0.2,1.0,0.07174088489517204
AS14.01,2014-05-04,0.0,0.0,5889.194999456405,1758.438,3381.6890000000003,928.406,,,,35.525,494.67699999999996,,,194.96800000000002,,8.0,-0.5,1.0,0.13619180837703837
AS14.01,2014-05-05,0.0,0.0,1788.7339999675771,438.347,826.7869999999999,318.514,,,,,25.104,,,264.331,,,,,0.007842595452107337
AS14.01,2014-05-06,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-07,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-08,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-09,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-10,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-11,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-12,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-13,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-14,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-15,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-16,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-17,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-18,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-19,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-20,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-21,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-22,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-23,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-24,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-25,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-26,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-27,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-28,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-29,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-30,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-05-31,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-06-01,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-06-02,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-06-03,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-06-04,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-06-05,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-06-06,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-06-07,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-06-08,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.01,2014-06-09,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-02-17,4.0,2.0,,,,,,,,,,,,,,,,,
AS14.02,2014-02-18,3.0,1.0,,,,,,,,,,,,,,,,,
AS14.02,2014-02-19,6.0,3.0,,,,,,,,,,,,,,,,,
AS14.02,2014-02-20,2.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-02-21,6.0,3.0,,,,,,,,,,,,,,,,,
AS14.02,2014-02-22,4.0,5.0,,,,,,,,,,,,,,,,,
AS14.02,2014-02-23,4.0,1.0,,,,,,,,,,,,,,,,,
AS14.02,2014-02-24,7.0,2.0,,,,,,,,,,,,,,,,,
AS14.02,2014-02-25,9.0,2.0,,,,,,,,,,,,,,,,,
AS14.02,2014-02-26,3.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-02-27,9.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-02-28,9.0,3.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-01,3.0,2.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-02,1.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-03,4.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-04,9.0,1.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-05,3.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-06,12.0,1.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-07,5.0,3.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-08,11.0,1.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-09,4.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-10,11.0,4.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-11,6.0,4.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-12,7.0,1.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-13,3.0,1.0,,,,,,,,,,,,,,,,,
AS14.02,2014-03-14,6.0,0.0,1605.1650004386909,157.953,1025.031,160.458,,,,223.087,28.631,,,,,,,,
AS14.02,2014-03-15,7.0,0.0,5309.255001068115,2421.109,2198.703,351.694,,,,315.5965,105.111,125.7,,,,,,,
AS14.02,2014-03-16,4.0,1.0,4902.626999616626,2526.424,3151.8289999999997,88.392,,,,408.106,181.591,236.06625,,,,6.333333333333333,0.0,0.0,
AS14.02,2014-03-17,4.0,0.0,10159.769001245493,1229.347,4518.116,2511.178,,,,103.699,103.02799999999999,346.4325,,,,6.75,0.5,0.5,0.1680684149503257
AS14.02,2014-03-18,15.0,1.0,4512.4710013866425,2604.5209999999997,3933.081,88.943,,,,88.72200000000001,212.364,456.79875,,,,8.2,0.6,0.8,0.21948438425543756
AS14.02,2014-03-19,5.0,1.0,8182.757000207905,1554.558,2596.989,196.139,,,,105.536,47.815,567.165,,,,6.8,0.4,0.4,0.31563175685064315
AS14.02,2014-03-20,10.0,1.0,4360.33400130272,1777.977,2154.371,148.18,,,,86.857,131.598,504.7305,,,,7.25,-0.5,0.75,0.23902496021034736
AS14.02,2014-03-21,10.0,1.0,11155.850999116892,2230.303,2858.446,459.604,,,,37.944,388.021,442.296,,,,7.5,-0.75,0.75,0.28962792490010747
AS14.02,2014-03-22,25.0,1.0,7589.562002897266,1930.2659999999998,1852.256,662.911,,,,43.204,408.66700000000003,780.617,,,,6.5,-1.0,-0.5,0.44604368683290135
AS14.02,2014-03-23,8.0,1.0,4528.527000665666,894.506,1839.8990000000001,388.098,,,,61.865,171.994,1263.189,,,,6.25,-1.0,0.0,0.26969715703353236
AS14.02,2014-03-24,5.0,0.0,2766.6489994525905,1073.496,3012.181,532.013,,,,81.80799999999999,232.801,1136.2648333333334,,,,6.4,0.2,-0.2,0.15612466250149995
AS14.02,2014-03-25,7.0,0.0,4637.388000011446,2806.931,2788.751,459.58899999999994,,,,50.375,148.447,1009.3406666666667,,,,7.75,-1.25,0.75,0.23051365485645373
AS14.02,2014-03-26,5.0,0.0,6069.630000829696,1736.744,2533.8489999999997,767.167,,,,41.95,1562.023,882.4165,,,,7.2,-1.2,0.4,0.29395346240584214
AS14.02,2014-03-27,3.0,0.0,5746.980998754502,2267.124,2997.043,490.78099999999995,,,,731.8530000000001,81.366,755.4923333333334,,67.163,,7.25,0.0,0.5,0.22884900892215096
AS14.02,2014-03-28,8.0,2.0,3969.580999135971,1053.115,1245.127,707.64,,,,125.66900000000001,2717.215,628.5681666666667,,,,6.8,-0.6,0.6,0.26159832807813954
AS14.02,2014-03-29,4.0,0.0,4403.242997646333,17416.280000000002,2141.489,1063.268,,,,52.841,523.854,501.644,,,,7.25,-0.75,0.25,0.432469355060395
AS14.02,2014-03-30,10.0,1.0,3937.0419988632193,772.787,1110.856,1278.594,,,,113.22800000000001,322.901,449.49600000000004,,,,7.0,-1.0,0.75,0.24188730879396786
AS14.02,2014-03-31,14.0,2.0,4774.1459991931915,1186.299,2481.322,354.965,,,,81.741,2038.6310000000003,397.348,,,,7.2,-0.8,0.4,0.15637292366427655
AS14.02,2014-04-01,2.0,1.0,3297.737997055054,2790.014,1322.61,76.976,,,,186.413,191.121,345.20000000000005,,,,7.4,-0.2,0.8,0.26196053218905446
AS14.02,2014-04-02,2.0,0.0,6883.828001737594,1964.21,2942.423,1021.454,,,,128.744,317.901,331.747,,,,6.4,-0.6,-0.2,0.3191205617996335
AS14.02,2014-04-03,2.0,0.0,6814.30000090599,1269.299,3595.431,548.787,,,,56.132,122.42099999999999,318.294,,,,5.75,-0.25,0.0,0.32250583990998866
AS14.02,2014-04-04,5.0,0.0,3653.370000839234,1121.689,2809.436,809.728,,,,148.852,141.32,353.1825,,,,6.4,-1.2,0.2,0.22727035660896047
AS14.02,2014-04-05,9.0,1.0,13067.926001548763,1957.087,2309.659,794.484,,,,100.89699999999999,258.611,388.071,,,,7.4,0.0,0.6,0.32191972248052525
AS14.02,2014-04-06,6.0,0.0,3649.9679985046396,576.385,1224.3220000000001,618.98,,,,30.011000000000003,391.54200000000003,415.4794,,,,4.5,-1.0,-1.25,0.21520952016085249
AS14.02,2014-04-07,2.0,0.0,6366.526998281479,1482.948,3761.1789999999996,737.9159999999999,,,,106.148,2008.184,442.88779999999997,,,,6.8,0.0,0.6,0.13652373439609958
AS14.02,2014-04-08,10.0,1.0,4079.151999473574,1184.778,2265.855,193.47999999999996,,,,134.434,636.253,470.2962,,,,6.25,-0.25,0.5,0.26195103762156396
AS14.02,2014-04-09,12.0,1.0,5757.426000595091,1427.022,2255.545,627.236,,,,61.397,294.321,497.70459999999997,,,,7.25,-0.5,0.25,0.24720984804489024
AS14.02,2014-04-10,1.0,1.0,7844.238998651505,1303.452,2726.237,695.3240000000001,,,,141.214,566.807,525.1129999999999,,2.045,,7.25,0.25,0.75,0.2607506038432931
AS14.02,2014-04-11,7.0,1.0,5810.030001163483,1548.192,2343.793,700.7239999999999,,,,136.128,319.645,630.929,,4.515499999999999,,6.5,-0.5,0.5,0.4244814273084369
AS14.02,2014-04-12,6.0,1.0,3658.819001197815,1826.668,1516.7669999999998,536.122,,,,11.016,157.19199999999998,362.185,,6.986,,6.0,-2.0,-1.0,0.3783017333120427
AS14.02,2014-04-13,1.0,0.0,2174.8709976673135,510.913,855.219,371.52000000000004,,,,79.112,123.071,159.646,,45.736999999999995,,7.2,-0.6,0.4,0.28982011828279997
AS14.02,2014-04-14,8.0,7.0,2773.0430009365086,809.972,1822.477,95.772,,,,21.182,56.817,,,84.488,,8.0,0.75,1.0,0.18707405017212794
AS14.02,2014-04-15,14.0,1.0,701.2870004177095,98.266,445.91700000000003,19.658,,,,,25.386000000000003,,,,,7.25,-0.5,0.5,0.1736288831786874
AS14.02,2014-04-16,16.0,1.0,109.28399968147278,125.13300000000001,241.75900000000001,,,,,,37.029,,,,,6.666666666666667,-0.3333333333333333,0.3333333333333333,0.3532763532763534
AS14.02,2014-04-17,10.0,7.0,41.23499965667722,2.007,37.601,,,,,,48.672000000000004,,,,,6.5,0.25,0.0,0.4700854700854705
AS14.02,2014-04-18,3.0,0.0,114.27849984169016,6.048500000000001,54.971000000000004,,,,,,60.315000000000005,,,,,6.5,0.0,0.0,0.48504273504273526
AS14.02,2014-04-19,1.0,0.0,187.3220000267031,10.09,72.34100000000001,,,,,,71.958,,,,,5.666666666666667,-0.6666666666666666,-0.3333333333333333,0.5
AS14.02,2014-04-20,9.0,3.0,129.24133340517696,,,,,,,,83.601,,,,,5.0,-0.6666666666666666,0.0,0.35833333333333334
AS14.02,2014-04-21,8.0,0.0,71.16066678365083,,,,,,,,95.244,,,,,5.5,-0.5,-0.5,0.21666666666666667
AS14.02,2014-04-22,15.0,2.0,13.08000016212468,,,,,,,,106.887,,,,,5.666666666666667,-1.3333333333333333,-0.3333333333333333,0.075
AS14.02,2014-04-23,7.0,1.0,,,,,,,,,,,,,,5.5,0.0,0.5,0.142857142857143
AS14.02,2014-04-24,0.0,0.0,,,,,,,,,,,,,,7.0,-0.5,-0.5,0.0344827586206897
AS14.02,2014-04-25,0.0,0.0,,,,,,,,,,,,,,9.0,-1.0,1.0,
AS14.02,2014-04-26,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-04-27,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-04-28,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-04-29,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-04-30,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-01,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-02,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-03,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-04,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-05,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-06,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-07,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-08,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-09,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-10,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-11,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-12,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-13,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-14,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-15,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-16,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-17,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-18,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-19,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-20,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-21,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-22,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-23,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-24,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-25,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-26,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-27,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-28,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-29,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-30,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-05-31,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-06-01,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-06-02,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-06-03,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-06-04,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-06-05,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-06-06,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-06-07,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-06-08,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.02,2014-06-09,0.0,0.0,,,,,,,,,,,,,,,,,
AS14.03,2014-02-17,0.0,1.0,,,,,,,,,,,,,,,,,
AS14.03,2014-02-18,2.0,0.0,,,,,,,,,,,,,,,,,
AS14.03,2014-02-19,2.0,1.0,,,,,,,,,,,,,,,,,
AS14.03,2014-02-20,1.0,0.0,,,,,,,,,,,,,,,,,
AS14.03,2014-02-21,16.0,2.0,,,,,,,,,,,,,,,,,
AS14.03,2014-02-22,10.0,5.0,,,,,,,,,,,,,,,,,
